index,key,question,answer,vid_id,gif_name,description
6788,AR7ZK-3045,Which object did the person wear before holding a phone but after walking through a doorway?,clothes,AR7ZK,AR7ZK,none
6789,DY9AE-7130,What did they take before putting the object they were in front of somewhere?,bag,DY9AE,DY9AE,none
6790,XF41L-10581,Which object were they throwing after going from standing to sitting?,floor,XF41L,XF41L,none
6791,WGM7C-4123,Was a table or a dish the thing they went behind after putting the thing they took somewhere?,dish,WGM7C,WGM7C,none
6792,883AD-8711,What did they go above before holding the last thing they went behind?,medicine,883AD,883AD,none
6793,XMJTG-2449,Did the person touch both a closet and a box after opening a door?,yes,XMJTG,XMJTG,none
6794,9PAQ4-2734,"Before standing up, which object did the person sit on?",chair,9PAQ4,9PAQ4,none
6795,PTPJL-698,Was the person playing on something?,no,PTPJL,PTPJL,none
6796,2GRGY-262,Was the person holding the thing they went in front of?,yes,2GRGY,2GRGY,none
6797,4U52R-19519,"After putting a blanket somewhere, was some clothes or the last thing they went in front of the thing they went behind?",clothes,4U52R,4U52R,none
6798,UMXKN-8660,"After putting the thing they took somewhere, which object did the person touch?",paper,UMXKN,UMXKN,none
6799,QKIYJ-3639,"Between fixing their hair and reaching for and grabbing a picture, which object were they interacting with?",mirror,QKIYJ,QKIYJ,none
6800,P1LWC-2279,"Before taking a broom from somewhere, did they touch both a table and the thing they went in front of?",no,P1LWC,P1LWC,none
6801,EVHDE-24361,Which object did the person watch after taking the object they were holding first from somewhere?,laptop,EVHDE,EVHDE,none
6802,U0ACD-2326,Which object did the person hold while tidying something on the thing they stood on?,paper,U0ACD,U0ACD,none
6803,OK2TU-8783,"After closing a door, which did they go in front of, a dish or a doorknob?",doorknob,OK2TU,OK2TU,none
6804,MIV2M-23108,What was the person in front of last while holding the object they were throwing?,door,MIV2M,MIV2M,none
6805,EMWAP-6310,"Which were they on the side of while holding the first thing they went behind, a bed or a doorway?",bed,EMWAP,EMWAP,none
6806,12T13-6745,"Which did they go on the side of after putting a cup somewhere, a blanket or a chair?",blanket,12T13,12T13,none
6807,23Y3I-4786,Which object did the person go behind after putting the thing they went beneath somewhere?,door,23Y3I,23Y3I,none
6808,892RS-108383,Was a table or a doorway the thing they went in front of after holding a dish?,doorway,892RS,892RS,none
6809,XAOUP-13546,Which object did the person go above before watching a laptop or something on a laptop?,chair,XAOUP,XAOUP,none
6810,DECCY-1959,What did they lean on while holding a book?,chair,DECCY,DECCY,none
6811,O1J7D-590,Was the person tidying anything while throwing something on the floor?,no,O1J7D,O1J7D,none
6812,Y2DK5-14345,Was a bag or a refrigerator the thing they went behind before sneezing somewhere but after putting a box somewhere?,refrigerator,Y2DK5,Y2DK5,none
6813,AXIW1-3791,What did they lean on before holding a cup of something?,chair,AXIW1,AXIW1,none
6814,1LZ53-3417,"After sitting in the object they were above, what did they go behind?",window,1LZ53,1LZ53,none
6815,FIV2P-1093,Which object were they behind while putting something on a table?,bag,FIV2P,FIV2P,none
6816,LA0DB-3692,What did they take while turning on a light?,clothes,LA0DB,LA0DB,none
6817,3YVPG-110755,Were they on the side of the floor or the last thing they went behind before taking the thing they went above from somewhere?,dish,3YVPG,3YVPG,none
6818,Y8XYL-996,"After doing the longest action, which object did the person interact with?",window,Y8XYL,Y8XYL,none
6819,OUAIS-24342,Did the person interact with the object they were behind first before or after they dressed themselves?,before,OUAIS,OUAIS,none
6820,N1DAP-927,Was a laptop the first thing they were touching after sneezing somewhere?,no,N1DAP,N1DAP,none
6821,U37WC-892,Does someone interact with a chair before putting some food somewhere but after sneezing somewhere?,no,U37WC,U37WC,none
6822,2TU40-26052,"While walking through a doorway, which did they carry, a blanket or the last thing they went in front of?",blanket,2TU40,2TU40,none
6823,ZRITA-5490,Was a table the last thing they were leaning on?,no,ZRITA,ZRITA,none
6824,REH2U-17231,"Of everything they went in front of, was the last a pillow?",yes,REH2U,REH2U,none
6825,TFCNM-426,Which object were they holding while smiling at something?,closet,TFCNM,TFCNM,none
6826,QGQGZ-5940,"Of everything they touched before taking food from somewhere but after opening a door, was the first a light?",yes,QGQGZ,QGQGZ,none
6827,K7FNC-2065,"Before starting to walk through a doorway, did they open the last thing they held?",no,K7FNC,K7FNC,none
6828,82XWA-15256,Was the person lying on the floor or smiling at something for a shorter amount of time?,smiling at something,82XWA,82XWA,none
6829,OUAIS-41414,"While opening the object they were on the side of last, which was the person holding, a pillow or a doorway?",doorway,OUAIS,OUAIS,none
6830,SNUVF-4598,"Before putting some food somewhere but after turning on a light, which object did the person interact with?",dish,SNUVF,SNUVF,none
6831,EXPOA-27200,"Before putting the thing they went beneath somewhere, which object were they sitting on?",chair,EXPOA,EXPOA,none
6832,G8E71-30944,"While fixing the last thing they went in front of, what was the person putting down?",shoe,G8E71,G8E71,none
6833,3MWAY-2161,Did they close the last thing they went in front of after sneezing somewhere?,yes,3MWAY,3MWAY,none
6834,8PL34-21805,Which object did the person hold while opening the object they were behind first?,shoe,8PL34,8PL34,none
6835,TF0KM-8470,"While undressing themselves, did they touch both a bed and the object they were watching?",no,TF0KM,TF0KM,none
6836,OUBUX-15210,Which object did the person carry while taking a bag from somewhere?,pillow,OUBUX,OUBUX,none
6837,6R7QY-10923,What was the person touching before taking a dish from somewhere but after standing on a chair?,light,6R7QY,6R7QY,none
6838,WEIJ6-3741,"Before closing a door but after throwing a blanket somewhere, was the person holding both a doorway and a doorknob?",no,WEIJ6,WEIJ6,none
6839,63WHZ-5363,Was a chair or the last thing they held the thing they went on the side of while standing up?,chair,63WHZ,63WHZ,none
6840,U2SJH-64181,What was the person on the side of before putting a laptop somewhere but after taking a laptop from somewhere?,bed,U2SJH,U2SJH,none
6841,PQUF6-2953,Did they hold a closet but not the object they were touching first after washing their hands?,yes,PQUF6,PQUF6,none
6842,B7HDN-968,"Before smiling at something, which object did the person take?",food,B7HDN,B7HDN,none
6843,29B3I-2091,"While putting a dish somewhere, which did they touch, a broom or the last thing they went behind?",broom,29B3I,29B3I,none
6844,AIOTI-12300,Which object were they interacting with after taking the object they were putting down last from somewhere?,doorway,AIOTI,AIOTI,none
6845,N1RJW-5034,"After putting clothes somewhere, which object were they opening?",door,N1RJW,N1RJW,none
6846,UVRMR-7109,"Between putting a cup somewhere and holding a dish, which object did the person tidy?",floor,UVRMR,UVRMR,none
6847,SWZWL-5420,"While playing with the last thing they held, which object were they putting down?",blanket,SWZWL,SWZWL,none
6848,OX5TB-10539,"Of everything they went on the side of before putting a box somewhere but after taking something from a box, was the first a laptop?",no,OX5TB,OX5TB,none
6849,M91YM-2584,"Before closing the object they were opening, which object did the person go in front of?",doorway,M91YM,M91YM,none
6850,DZNYK-16712,"Between going from standing to sitting and smiling at something, what did they go in front of?",table,DZNYK,DZNYK,none
6851,SVPZT-23447,Which object did the person hold before sitting in the first thing they went behind?,shoe,SVPZT,SVPZT,none
6852,MNGT1-16374,"While closing the last thing they went on the side of, what was the person in front of?",bag,MNGT1,MNGT1,none
6853,L37YS-832,Was the person taking anything while doing the action they did the longest?,yes,L37YS,L37YS,none
6854,B3SF6-15670,"Before putting the object they were holding last somewhere, which object did the person go in front of last?",closet,B3SF6,B3SF6,none
6855,SUKBV-935,"Before taking a pillow from somewhere but after holding a pillow, did they hold the object they were behind last?",yes,SUKBV,SUKBV,none
6856,GWZMQ-7189,"Between sitting on a table and holding a pillow, which object were they putting down?",dish,GWZMQ,GWZMQ,none
6857,UR7C8-41956,"Which were they holding after putting the object they were wearing somewhere, some clothes or the last thing they went in front of?",clothes,UR7C8,UR7C8,none
6858,B4MNI-108579,"Before snuggling with the object they were covered by, which object did the person twist?",medicine,B4MNI,B4MNI,none
6859,O8N4M-14458,"In the video, of all the items they took, was the last one a box or the object they were holding first?",box,O8N4M,O8N4M,none
6860,HD38O-51980,"Before standing up but after holding a phone, what was the person twisting?",medicine,HD38O,HD38O,none
6861,DW4YF-11284,Was the person leaning on the object they were on the side of first but not the object they were leaning on last before starting to work at a table?,yes,DW4YF,DW4YF,none
6862,6ZJAL-15698,"Before putting the thing they ate somewhere, which object did the person lean on?",bed,6ZJAL,6ZJAL,none
6863,PGKB4-5241,What did they go above between going from standing to sitting and putting some food somewhere?,chair,PGKB4,PGKB4,none
6864,2P273-2534,"Which were they holding while walking through a doorway, a bag or a door?",door,2P273,2P273,none
6865,D52S5-11027,Were they interacting with the thing they ate before or after they went from standing to sitting?,before,D52S5,D52S5,none
6866,4NRPM-1218,"Of everything they went in, was the first a shoe?",no,4NRPM,4NRPM,none
6867,FAZXS-3180,Did the person put down both the object they were on the side of last and the object they were putting down?,no,FAZXS,FAZXS,none
6868,FET0V-1436,"While laughing at something, of all the things the person was beneath, was the first the last thing they went on the side of?",yes,FET0V,FET0V,none
6869,CV20O-2262,Did they tidy something?,yes,CV20O,CV20O,none
6870,5S2ZU-2060,"In the video, what did they go above last?",chair,5S2ZU,5S2ZU,none
6871,X3LEM-36534,"Before sitting in the object they were in front of, what was the person putting down?",picture,X3LEM,X3LEM,none
6872,AMIHY-10703,Was the first thing they held the last thing they were eating?,no,AMIHY,AMIHY,none
6873,ZVMAY-7848,What did they sit on between holding a phone and putting a cup somewhere?,floor,ZVMAY,ZVMAY,none
6874,ZS2WD-677,Had the person put down anything before taking paper from somewhere?,no,ZS2WD,ZS2WD,none
6875,0CQL8-6198,"Before starting to take something from a box, did they touch a closet but not a doorknob?",no,0CQL8,0CQL8,none
6876,3C9L1-1408,Which object were they touching after sitting on the floor?,laptop,3C9L1,3C9L1,none
6877,LOBSL-13984,Did the person interact with a door before or after taking the object they were putting down from somewhere?,before,LOBSL,LOBSL,none
6878,82XPD-580,Did they touch a light last while laughing at something?,yes,82XPD,82XPD,none
6879,106AY-94329,Was a box or some food the thing they held after taking a bag from somewhere?,food,106AY,106AY,none
6880,YD8BF-14195,What did they carry before starting to smile at something?,pillow,YD8BF,YD8BF,none
6881,0IAGO-17273,"Before starting to go from standing to sitting, which object were they on the side of?",chair,0IAGO,0IAGO,none
6882,5GG5W-5496,"Before putting the object they were holding last somewhere, which object did the person open?",closet,5GG5W,5GG5W,none
6883,D0Q6H-3004,"While taking the object they were wearing from somewhere, which object did the person stand on?",floor,D0Q6H,D0Q6H,none
6884,IGT82-2442,What did they open before taking a cup from somewhere?,closet,IGT82,IGT82,none
6885,GD9BQ-1848,Which object were they touching while taking the thing they played on from somewhere?,dish,GD9BQ,GD9BQ,none
6886,BVGMT-4395,"While washing something with the thing they held, which object did the person tidy?",table,BVGMT,BVGMT,none
6887,KLZN8-287,What did they go behind?,phone,KLZN8,KLZN8,none
6888,U9LKA-17346,What did they interact with after opening the thing they went in?,doorway,U9LKA,U9LKA,none
6889,P2HZG-12207,What did they open before putting the first thing they went in front of somewhere?,closet,P2HZG,P2HZG,none
6890,GQCUO-658,"Compared to standing up, did they hold a vacuum for longer?",yes,GQCUO,GQCUO,none
6891,F1QR1-61320,Did they sneeze somewhere before or after walking through a doorway?,before,F1QR1,F1QR1,none
6892,G1NFB-4658,"While washing a mirror, were they on the side of a closet last?",yes,G1NFB,G1NFB,none
6893,IBNKL-15430,Was making some food something they spent more time doing than tidying up a table?,no,IBNKL,IBNKL,none
6894,VLYM4-29230,"While sitting at a table, was a chair or the last thing they took the first thing they went above?",chair,VLYM4,VLYM4,none
6895,MT9NE-21026,What was the person above before putting the object they were taking first somewhere?,bed,MT9NE,MT9NE,none
6896,JA3MN-14462,"After opening the first thing they went on the side of, which did they go in front of, a doorway or a blanket?",blanket,JA3MN,JA3MN,none
6897,T2XVO-20385,Which object were they standing on while holding a cup of something?,floor,T2XVO,T2XVO,none
6898,D1VWG-13744,Which object were they putting down?,dish,D1VWG,D1VWG,none
6899,H1XBH-62407,"Between holding a pillow and taking food from somewhere, which object did the person sit on?",bed,H1XBH,H1XBH,none
6900,TLJRV-42567,Which object did the person lean on while opening the first thing they touched?,chair,TLJRV,TLJRV,none
6901,MWAGL-19355,"Which were they in front of before putting some food somewhere but after taking food from somewhere, a bed or a refrigerator?",refrigerator,MWAGL,MWAGL,none
6902,NC1OC-23915,"Before starting to laugh at something, was the first thing they sat on the last thing they went in front of?",yes,NC1OC,NC1OC,none
6903,A0CZE-6727,"Of all the things the person was taking before closing a refrigerator, was the last a phone?",no,A0CZE,A0CZE,none
6904,8WJIR-29,Does someone interact with a television while putting a cup somewhere?,yes,8WJIR,8WJIR,none
6905,RTEWJ-5540,"While walking through a doorway, which did they go on the side of, some food or a table?",table,RTEWJ,RTEWJ,none
6906,PQUF6-4008,"Which did they do for longer, washing something with a blanket or holding a blanket?",washing something with a blanket,PQUF6,PQUF6,none
6907,UIERL-4978,"Before starting to eat some food, which object did the person watch?",laptop,UIERL,UIERL,none
6908,3064K-4709,"Before taking a dish from somewhere but after putting clothes somewhere, did they tidy anything?",no,3064K,3064K,none
6909,Y3YE1-2371,Was the person holding a box or smiling at something for a shorter amount of time?,smiling at something,Y3YE1,Y3YE1,none
6910,YO9NC-85483,Did they touch the object they were behind last but not the object they were awakening after closing the object they were in front of last?,yes,YO9NC,YO9NC,none
6911,8NJD2-2714,What was the person touching after holding a broom?,closet,8NJD2,8NJD2,none
6912,5CT0V-1929,"In the video, what did they sit on?",bed,5CT0V,5CT0V,none
6913,I713Z-6780,Were they holding both a refrigerator and a door?,yes,I713Z,I713Z,none
6914,UBVV7-18540,"After taking the object they were eating from somewhere, what did they close?",box,UBVV7,UBVV7,none
6915,PV745-59759,What was the person leaning on before standing up but after opening a box?,chair,PV745,PV745,none
6916,X8I9J-2785,What did they close before throwing the thing they went in somewhere?,door,X8I9J,X8I9J,none
6917,H1XBH-68433,Which object were they in front of last before putting a bag somewhere but after going from standing to sitting?,bed,H1XBH,H1XBH,none
6918,DVHIB-17681,Did the person interact with the thing they threw before or after opening the last thing they went on the side of?,after,DVHIB,DVHIB,none
6919,9T11N-15914,"After taking the thing they threw from somewhere, which object did the person watch?",picture,9T11N,9T11N,none
6920,KJOWG-1616,Which object were they sitting on while holding some food?,floor,KJOWG,KJOWG,none
6921,ZFT87-167,Was a picture one of the things they were interacting with while taking a dish from somewhere?,no,ZFT87,ZFT87,none
6922,DEJ35-67459,"Before taking the thing they went in from somewhere, which object were they lying on?",bed,DEJ35,DEJ35,none
6923,9XXJ7-26530,What was the person closing while taking the object they were on the side of last from somewhere?,door,9XXJ7,9XXJ7,none
6924,OWAA9-9918,"Which were they on the side of between putting something on a table and opening a door, a doorknob or the object they were in front of last?",doorway,OWAA9,OWAA9,none
6925,7EHQU-559,"Before drinking from a cup but after holding a blanket, did they interact with a chair?",no,7EHQU,7EHQU,none
6926,GQYR9-2198,Which object did the person hold while putting a phone somewhere?,dish,GQYR9,GQYR9,none
6927,9T11N-15997,"Before holding the thing they threw, was a picture or a paper the thing they took?",paper,9T11N,9T11N,none
6928,654CH-2416,"While holding the thing they played on, was a paper or a dish the thing they took?",paper,654CH,654CH,none
6929,78R4Y-18947,Which object were they closing after holding the object they were taking?,refrigerator,78R4Y,78R4Y,none
6930,W2P61-3865,"In the video, did they lean on the object they were lying on but not the thing they went in?",yes,W2P61,W2P61,none
6931,DHVYY-2966,"After putting something on a table, which object were they touching?",vacuum,DHVYY,DHVYY,none
6932,Q3M8J-20113,Which object did the person sit on after holding a box?,chair,Q3M8J,Q3M8J,none
6933,JJGEU-10978,"While watching a book, which did they touch, some food or the object they were in front of last?",dish,JJGEU,JJGEU,none
6934,1Q4SL-31019,"While holding the thing they took, were they in front of a light first?",no,1Q4SL,1Q4SL,none
6935,1KOZ4-1075,"Before smiling in the object they were behind last, which object did the person wear?",clothes,1KOZ4,1KOZ4,none
6936,7326A-1873,Was tidying up a table something they spent more time doing than sitting in a bed?,yes,7326A,7326A,none
6937,TBXFO-29971,"Before starting to hold a cup of something, what was the person beneath?",light,TBXFO,TBXFO,none
6938,6YH19-1744,Did they work on a table between awakening in bed and holding a cup of something?,yes,6YH19,6YH19,none
6939,IYCOH-439,Was the person touching a laptop?,no,IYCOH,IYCOH,none
6940,FGP46-884,"Of all the things the person was behind, was the first a picture?",yes,FGP46,FGP46,none
6941,GD1LA-10190,"Before lying on the object they were sitting on, what was the person taking?",phone,GD1LA,GD1LA,none
6942,622EX-5859,What did the person start doing first after holding the object they were carrying?,throwing a pillow somewhere,622EX,622EX,none
6943,0A8ZT-12240,Did the person interact with a table before or after holding the object they were taking?,before,0A8ZT,0A8ZT,none
6944,GFVSV-5259,"While pouring something into a cup, did they snuggle the last thing they went on the side of?",yes,GFVSV,GFVSV,none
6945,34DKM-6013,"Before holding the object they were putting down, what were they doing?",taking a blanket from somewhere,34DKM,34DKM,none
6946,L57L2-3317,"Before going from standing to sitting, did they touch both a box and the first thing they took?",yes,L57L2,L57L2,none
6947,YO9NC-98293,Was some clothes or a paper the thing they took after lying on the first thing they went on the side of?,paper,YO9NC,YO9NC,none
6948,H8BTR-42491,"Before holding the thing they carried, what was the person sitting on?",bed,H8BTR,H8BTR,none
6949,W3LUB-10157,"After snuggling with a blanket, which object were they sitting on?",floor,W3LUB,W3LUB,none
6950,H6ROK-5196,"Before starting to laugh at something, what did they hold?",blanket,H6ROK,H6ROK,none
6951,DQ1TU-86687,"After putting the thing they snuggled somewhere, what did they go behind?",paper,DQ1TU,DQ1TU,none
6952,1BPX5-17175,"After lying on the first thing they went on the side of, did they snuggle both the object they were taking last and the thing they got covered by?",yes,1BPX5,1BPX5,none
6953,2KAWJ-9723,"While going from standing to sitting, which was the person behind, a dish or a chair?",chair,2KAWJ,2KAWJ,none
6954,W3CPB-14063,Was a doorknob one of the things they were interacting with before throwing the thing they went in front of somewhere?,yes,W3CPB,W3CPB,none
6955,TTLFX-2547,Was watching an object something they did before or after they held a box?,before,TTLFX,TTLFX,none
6956,3OUXT-13215,Which object were they in front of between going from standing to sitting and standing up?,chair,3OUXT,3OUXT,none
6957,P4FXX-1059,"Before starting to turn off a light, did they take a broom?",no,P4FXX,P4FXX,none
6958,LB4AR-7128,"Before putting shoes somewhere, which object were they standing on?",floor,LB4AR,LB4AR,none
6959,92QGQ-40081,"While taking the thing they snuggled from somewhere, did they go on the side of some clothes or the object they were in front of last?",clothes,92QGQ,92QGQ,none
6960,EXG45-1151,"After working on a book, was the person wiping anything?",no,EXG45,EXG45,none
6961,LU3SU-19760,"Between opening a closet and holding some clothes, were they touching a box but not a doorway?",yes,LU3SU,LU3SU,none
6962,HGLHS-938,Did they smile at something or hold a shoe for a larger amount of time?,holding a shoe,HGLHS,HGLHS,none
6963,FYR3P-5939,"While holding the thing they took, which object did the person go on the side of?",mirror,FYR3P,FYR3P,none
6964,LM4GS-3155,Was the person working on something before starting to hold a book?,no,LM4GS,LM4GS,none
6965,EI5M3-10954,"Between grasping onto a doorknob and putting something on a table, did they hold some clothes but not the object they were holding last?",no,EI5M3,EI5M3,none
6966,OM2NF-92550,"Between putting a cup somewhere and putting their paper somewhere, which object were they working on?",table,OM2NF,OM2NF,none
6967,PSPMA-10449,"Before putting some food somewhere, which object did the person go on the side of last?",shoe,PSPMA,PSPMA,none
6968,7WJUW-5595,"While talking on a phone, was the person covered by something?",yes,7WJUW,7WJUW,none
6969,M1GW9-7238,Did the person interact with the object they were opening before or after putting a pillow somewhere?,after,M1GW9,M1GW9,none
6970,STG2D-532,"In the video, what was the person closing?",closet,STG2D,STG2D,none
6971,N7GBK-3807,"After holding the object they were in front of, which did they go behind, a shoe or a blanket?",blanket,N7GBK,N7GBK,none
6972,LM4GS-19761,"After sitting at a table, what was the person opening?",window,LM4GS,LM4GS,none
6973,G70CT-2275,Was taking an object something they did before or after they tidied something on the floor?,after,G70CT,G70CT,none
6974,TAGEG-10828,Did they take a broom last before tidying up the object they were closing?,no,TAGEG,TAGEG,none
6975,VTOBQ-1784,Were they behind a doorway or a window while holding a broom?,window,VTOBQ,VTOBQ,none
6976,X8DZV-95336,Were they on the side of a table or the object they were above last while sitting in a chair?,table,X8DZV,X8DZV,none
6977,C3HIN-11259,Did the person spend a smaller amount of time drinking from a cup than holding a dish?,yes,C3HIN,C3HIN,none
6978,ZUU2X-3099,"While putting a phone somewhere, did they have it on their back anything?",no,ZUU2X,ZUU2X,none
6979,9HOV3-4038,Was interacting with the first thing they went on the side of something they did before or after they poured something into a cup?,before,9HOV3,9HOV3,none
6980,7W66P-4129,"While sitting in a bed, what was the person behind?",television,7W66P,7W66P,none
6981,AWCQN-15229,"Before opening the thing they closed, what did they put down?",paper,AWCQN,AWCQN,none
6982,3GY40-94184,"While holding the object they were taking first, which was the person putting down, a pillow or the last thing they held?",food,3GY40,3GY40,none
6983,SHKHX-23371,"While closing the thing they opened, what did they go behind first?",laptop,SHKHX,SHKHX,none
6984,6PZJ3-6785,"After holding a dish, did they put down a paper but not the thing they snuggled?",yes,6PZJ3,6PZJ3,none
6985,0RNRI-11803,Which object were they wearing between holding a blanket and putting a dish somewhere?,clothes,0RNRI,0RNRI,none
6986,TW6NZ-43753,Which object were they on the side of last between taking some clothes from somewhere and pouring something into a cup?,refrigerator,TW6NZ,TW6NZ,none
6987,MA15X-32422,"Which did they go behind before putting the last thing they went in front of somewhere, a bed or a dish?",dish,MA15X,MA15X,none
6988,WSS0V-775,Was the person opening the thing they went on the side of?,yes,WSS0V,WSS0V,none
6989,XPE7J-782,What was the person holding while sitting in a bed?,clothes,XPE7J,XPE7J,none
6990,KENG1-12579,"In the video, what did they hold first?",shoe,KENG1,KENG1,none
6991,X28IF-25723,"After watching television, what did they wipe?",table,X28IF,X28IF,none
6992,V73YI-1636,Did they lean on a bed last before throwing the object they were behind somewhere?,yes,V73YI,V73YI,none
6993,X5YL3-6722,What did they go on the side of before putting the thing they went in front of somewhere?,bag,X5YL3,X5YL3,none
6994,B3SF6-14972,Which object did the person lean on before opening the first thing they held?,bed,B3SF6,B3SF6,none
6995,HIO3X-7323,Was a dish the first thing they were in front of while washing their hands?,no,HIO3X,HIO3X,none
6996,5XKVP-9,"After throwing shoes somewhere, did they interact with a chair?",no,5XKVP,5XKVP,none
6997,24B2K-94157,Which object did the person open before standing up but after putting a cup somewhere?,box,24B2K,24B2K,none
6998,WN2N7-1529,What did they lean on?,bed,WN2N7,WN2N7,none
6999,ECCW2-6449,"Before tidying up a table but after holding some medicine, what did they touch?",chair,ECCW2,ECCW2,none
7000,8UQVB-1650,Was a paper the first thing they were sitting on?,yes,8UQVB,8UQVB,none
7001,OWOCT-7501,"Before putting a book somewhere, was a doorway the last thing they went in front of?",yes,OWOCT,OWOCT,none
7002,F1QR1-35199,"Which were they behind, a bed or a blanket?",blanket,F1QR1,F1QR1,none
7003,FCQS8-1090,Did the person touch both a closet and some medicine?,no,FCQS8,FCQS8,none
7004,W2DAK-3258,"While throwing something on the floor, which object did the person put down?",box,W2DAK,W2DAK,none
7005,LA0DB-10778,Did the person interact with the object they were carrying before or after holding the thing they went in?,before,LA0DB,LA0DB,none
7006,3064K-12915,Which object were they in front of after putting some food somewhere?,dish,3064K,3064K,none
7007,1YAYG-3619,Which object were they washing after walking through a doorway?,blanket,1YAYG,1YAYG,none
7008,X2LBW-271666,Were they on the side of some clothes or a blanket before putting something on a table but after taking a pillow from somewhere?,blanket,X2LBW,X2LBW,none
7009,T1KK1-13118,"Which were they on the side of after drinking from a cup, a bed or the last thing they put down?",food,T1KK1,T1KK1,none
7010,73E7V-4971,"Before holding a picture, did they take some food?",yes,73E7V,73E7V,none
7011,JP60G-9744,Were they interacting with a bed before or after they held a shoe?,after,JP60G,JP60G,none
7012,EIZFC-12259,Which object did the person smile after taking the thing they dressed from somewhere?,mirror,EIZFC,EIZFC,none
7013,RBAO4-25752,"Before going from standing to sitting but after holding a bag, which object were they above?",bed,RBAO4,RBAO4,none
7014,MFOVZ-3389,"After putting the object they were touching first somewhere, what did the person start to do first?",walking through a doorway,MFOVZ,MFOVZ,none
7015,I80TD-6291,Did the person interact with a window before or after holding the object they were taking?,after,I80TD,I80TD,none
7016,35C4E-13,Were they interacting with a door between sitting on the floor and taking a phone from somewhere?,yes,35C4E,35C4E,none
7017,282ZZ-2409,What did they go on the side of before holding the object they were eating?,shoe,282ZZ,282ZZ,none
7018,FNM5E-3094,Did the person interact with a door before or after undressing themselves?,after,FNM5E,FNM5E,none
7019,3P38N-2410,"After laughing at something, did they touch both a chair and the last thing they went on the side of?",yes,3P38N,3P38N,none
7020,O8DER-32157,"After holding the thing they went beneath, which object were they touching first?",chair,O8DER,O8DER,none
7021,GOCDE-4999,"After pouring something into a cup, which object were they above?",bed,GOCDE,GOCDE,none
7022,P8ZU6-16095,What did they lean on while taking off some shoes?,chair,P8ZU6,P8ZU6,none
7023,4VYE5-16155,What was the person putting down while watching a laptop or something on a laptop?,dish,4VYE5,4VYE5,none
7024,2LMQF-7074,"Before starting to put a dish somewhere, which object did the person take last?",food,2LMQF,2LMQF,none
7025,FHAV0-9060,"Before smiling at something, was a table or a paper the thing they held?",table,FHAV0,FHAV0,none
7026,XS6PF-31893,"Before throwing something on the thing they stood on, what did they put down?",blanket,XS6PF,XS6PF,none
7027,JTXUA-24180,Which object did the person hold while standing up?,light,JTXUA,JTXUA,none
7028,5AE54-36800,What was the person lying on before starting to tidy up a table?,bed,5AE54,5AE54,none
7029,9FHVW-3568,"Before drinking from a cup but after smiling at something, was a phone the first thing they held?",no,9FHVW,9FHVW,none
7030,4C1KY-12800,"While putting a book somewhere, which object did the person go in front of?",chair,4C1KY,4C1KY,none
7031,9A5MP-10196,"Before eating the object they were putting down, what was the person standing on?",floor,9A5MP,9A5MP,none
7032,9Q1N7-1850,Did the person interact with the object they were holding before or after running somewhere?,after,9Q1N7,9Q1N7,none
7033,RB9VI-35677,Did they throw anything before or after tidying something on the floor?,after,RB9VI,RB9VI,none
7034,LRJS4-6024,"While fixing their hair, was the person touching both a bed and the thing they put down?",no,LRJS4,LRJS4,none
7035,HKJUR-1856,"After opening a refrigerator, what was the person holding?",dish,HKJUR,HKJUR,none
7036,R4V8W-347,"After putting a pillow somewhere, what did they interact with?",blanket,R4V8W,R4V8W,none
7037,QYSER-6484,"In the video, were they behind a bed last?",yes,QYSER,QYSER,none
7038,6AVDE-4636,What did they go behind while putting the object they were behind first somewhere?,paper,6AVDE,6AVDE,none
7039,CF9QP-7057,Is drinking from a cup or eating some food the activity that they do for less time?,eating some food,CF9QP,CF9QP,none
7040,QKOP0-6102,What was the person taking after sitting on a table?,food,QKOP0,QKOP0,none
7041,WCERV-16565,What was the person taking before watching a laptop or something on a laptop but after holding a blanket?,paper,WCERV,WCERV,none
7042,S7PLQ-2008,"In the video, what did they close?",refrigerator,S7PLQ,S7PLQ,none
7043,BMPEV-11807,"After holding the object they were opening, which object were they on the side of?",closet,BMPEV,BMPEV,none
7044,0CX32-64,"Before starting to put a blanket somewhere, did they interact with a window?",no,0CX32,0CX32,none
7045,EW3VV-1366,What was the person above after standing up?,bed,EW3VV,EW3VV,none
7046,13MWT-5170,"After taking shoes from somewhere, what was the person sitting on?",chair,13MWT,13MWT,none
7047,WBS4I-7088,Which object did the person close before watching a book but after turning on a light?,closet,WBS4I,WBS4I,none
7048,DEJ35-3299,"Between awakening in bed and holding some food, did they touch the last thing they put down?",yes,DEJ35,DEJ35,none
7049,H4ZD8-29806,"While putting something on a table, did they go on the side of a table or the object they were taking last?",paper,H4ZD8,H4ZD8,none
7050,6JACT-2531,What was the person behind after holding the thing they went on the side of?,dish,6JACT,6JACT,none
7051,OZPA9-3520,"Before going from standing to sitting, what did they go in front of?",light,OZPA9,OZPA9,none
7052,F8SNW-2920,What was the person touching while standing up?,chair,F8SNW,F8SNW,none
7053,8CJML-7628,Which object did the person tidy before snuggling with the thing they carried?,floor,8CJML,8CJML,none
7054,P3EW1-17649,Which object did the person go on the side of after holding the thing they put down?,bed,P3EW1,P3EW1,none
